h3_cell,latitude,longitude,bairro_clean
8981839836fffff,-8.026242354479539,-34.90309940296271,rosarinho
8981838a42fffff,-7.9686051,-34.9315277,guabiraba
8981839aad7ffff,,,
89818398087ffff,-8.067956503275015,-34.91170221474845,afogados
89818399c3bffff,-8.020573577847331,-34.88682072057735,arruda
89818399567ffff,,,
8981839b163ffff,-8.089169321080258,-34.883437488829486,pina
8981839857bffff,-8.065159853978322,-34.92023299562952,bongi
898183981c3ffff,-8.055388283682259,-34.920185374695336,cordeiro
89818398847ffff,,,
8981839882fffff,-8.00447380280242,-34.95245407460549,dois irmãos
898183985cfffff,-8.0767201,-34.920696320000005,mangueira
898183834c7ffff,,,
898183986b7ffff,-8.076927395711289,-34.897118569009805,ilha joana bezerra
8981838a133ffff,,,
8981839a8cbffff,,,
8981838165bffff,,,
8981839a69bffff,-8.142986376497348,-34.90706359166049,boa viagem
8981838120fffff,,,
8981839a667ffff,-8.123012903472642,-34.906649159325035,boa viagem
89818398c1bffff,-8.039492556379145,-34.94400371754111,várzea
89818398947ffff,,,
8981839a263ffff,,,
89818399c93ffff,-8.038150263280192,-34.88825118125775,encruzilhada
8981838a117ffff,,,
8981839a26fffff,,,
89818398123ffff,-8.04321678,-34.93308192,iputinga
8981839889bffff,,,
8981839a943ffff,,,
8981839842bffff,-8.077395483805116,-34.908523964169696,afogados
898183986bbffff,-8.075561361111111,-34.89100429444445,são josé
8981839a5bbffff,-8.13574372372559,-34.95421447226492,ibura
898183981abffff,-8.049306699478407,-34.931898791590626,cordeiro
89818398acbffff,-8.007345647705364,-34.91669540397545,vasco da gama
8981839b1b3ffff,,,
89818399d33ffff,-8.0099481,-34.9114624,alto josé bonifácio
89818398833ffff,-8.0104982,-34.9535399,sítio dos pintos
89818399c2bffff,-8.017106270873343,-34.88695610694669,fundão
8981838a43bffff,,,
8981838a503ffff,,,
8981839b137ffff,,,
8981838a237ffff,,,
8981839a88bffff,-8.080770190650851,-34.96774676914631,totó
8981839819bffff,-8.060426763010733,-34.92618369070546,cordeiro
89818398b7bffff,,,
8981839a507ffff,,,
8981838a593ffff,,,
89818398053ffff,-8.06379888472248,-34.89657160519993,ilha do leite
8981838a093ffff,,,
8981839869bffff,-8.08414385,-34.88454505,pina
898183813bbffff,,,
898183812b3ffff,,,
898183988dbffff,-8.020858350000001,-34.9374776,apipucos
89818398c97ffff,,,
89818398c43ffff,-8.035594822441695,-34.93860798609789,iputinga
8981838a0abffff,,,
89818383657ffff,-8.038047427739231,-34.98187758769613,várzea
8981839accbffff,,,
8981838a527ffff,,,
898183812a3ffff,,,
89818398817ffff,,,
8981839a38bffff,-8.104397337195367,-34.92716142720021,ipsep
89818381303ffff,,,
8981839813bffff,-8.045313535903974,-34.9304484290974,cordeiro
898183980c3ffff,-8.06872878930899,-34.89980244391931,joana bezerra
8981839a173ffff,,,
8981839aa87ffff,,,
89818398eb3ffff,-8.0300256,-34.9354388,iputinga
8981839ae13ffff,-8.087622895201477,-34.946966251176235,barro
8981839a8abffff,,,
8981839a16fffff,-8.096769129389083,-34.943321403975794,barro
89818398c87ffff,,,
89818381143ffff,,,
89818399897ffff,-8.013184228746535,-34.88931280418442,fundão
8981838a48fffff,-7.9825089,-34.9271904,passarinho
89818399997ffff,-8.0010453,-34.9096675,dois unidos
8981838a50bffff,,,
8981839a1dbffff,-8.117628255023362,-34.93926384814324,ibura
898183836d7ffff,,,
8981839aadbffff,-8.0705146,-34.938173,san martin
89818398ecbffff,-8.030717115986121,-34.917177862599495,casa amarela
8981839b52fffff,-8.11067595278461,-34.89260385090436,boa viagem
8981839a577ffff,-8.126395891634207,-34.94754911841908,ibura
8981839a467ffff,,,
8981839ae67ffff,-8.075362030681534,-34.946597619863695,curado
8981838a5dbffff,,,
8981838a16fffff,,,
8981839b193ffff,-8.109491063157895,-34.889519078947366,boa viagem
8981838162bffff,,,
8981838a003ffff,,,
8981838126bffff,,,
8981839aa0fffff,-8.05942105,-34.9469452,curado
8981839815bffff,-8.048731700191182,-34.91507122953006,torre
8981838115bffff,,,
898183812abffff,,,
8981839a213ffff,-8.11225322758341,-34.90564693001935,imbiribeira
8981839832fffff,-8.027276936363636,-34.911363203030305,casa amarela
8981839a397ffff,-8.10802552,-34.93202798,ibura
89818381307ffff,,,
8981839880fffff,,,
89818381293ffff,,,
89818381653ffff,,,
8981839a30fffff,-8.092449657142856,-34.92674701428571,areias
8981839a553ffff,-8.133764144707976,-34.93915183223722,jordão
89818398183ffff,-8.058718917454245,-34.93025464339922,cordeiro
89818381227ffff,,,
8981839a913ffff,,,
89818399dafffff,,,
8981839a03bffff,-8.115945542258352,-34.92953375987841,ibura
8981838a507ffff,,,
898183812c3ffff,,,
8981839a0a3ffff,-8.122285476726718,-34.93574498529502,ibura
8981839808fffff,-8.0671173445846,-34.90909720049279,afogados
8981839aecfffff,-8.0878269,-34.9406195,barro
8981839a683ffff,-8.142135004081632,-34.909628402040816,boa viagem
89818399d47ffff,-8.011583,-34.8982778,água fria
8981839ae87ffff,-8.090445455896054,-34.95354798323012,tejipió
8981839a89bffff,-8.083398254594865,-34.969093211498006,coqueiral
8981839a927ffff,,,
8981838a403ffff,,,
8981839a867ffff,,,
89818399db7ffff,-8.017331400153806,-34.917762632785816,vasco da gama
8981838a08bffff,,,
8981838a443ffff,,,
89818381037ffff,,,
89818399d57ffff,,,
8981839a923ffff,,,
8981839aba3ffff,,,
8981839a84fffff,,,
8981839a39bffff,-8.10731030878337,-34.92668621494355,ipsep
89818398237ffff,-8.044549473771907,-34.89367933474517,espinheiro
8981839ae43ffff,-8.083079608282448,-34.93879559659709,jardim são paulo
89818398193ffff,-8.061379053828723,-34.929890079348766,san martin
898183988abffff,-8.015039037963064,-34.95190222553387,dois irmãos
8981838ae93ffff,,,
8981838a4dbffff,-7.987149642594874,-34.91692313165149,dois unidos
8981839a00fffff,,,
8981839894bffff,,,
8981838acdbffff,,,
8981839a177ffff,,,
8981839a953ffff,,,
89818398e13ffff,-8.029424539999999,-34.925978486666665,casa forte
89818381ec3ffff,,,
8981838a1b3ffff,,,
8981839a9c7ffff,,,
89818398bd3ffff,,,
8981839837bffff,-8.031208499876989,-34.89888724665062,rosarinho
89818398b5bffff,,,
89818398483ffff,-8.094579079084417,-34.90947675192095,imbiribeira
8981839a1cfffff,-8.112086268641503,-34.9418075205106,ibura
8981839a367ffff,-8.08700530125061,-34.92734143248391,estância
8981839a317ffff,-8.098668986824,-34.930410301023336,areias
8981839a853ffff,,,
8981839a087ffff,-8.128790211098043,-34.933999953777004,jordão
89818398dd3ffff,-8.0364143,-34.9622783,várzea
8981839824bffff,,,
89818391243ffff,-8.1176759,-34.9591674,cohab
89818398223ffff,-8.04333934743255,-34.890892295985715,espinheiro
8981839a3c3ffff,-8.10536121055039,-34.92014779830371,ipsep
8981839a80fffff,,,
89818398dc3ffff,-8.0330289,-34.9607374,várzea
89818381ecbffff,,,
89818399d5bffff,-8.01483468689738,-34.89347162515333,fundão
89818398a97ffff,-8.01275685512726,-34.93203733260477,macaxeira
8981838a52fffff,,,
8981839a187ffff,-8.115436302357372,-34.954298317199495,cohab
8981839ae4bffff,-8.081193506378314,-34.93605436814739,jardim são paulo
898183980d3ffff,-8.07102169486446,-34.8989276717977,joana bezerra
8981839abdbffff,-8.057479427171543,-34.957727639765075,cidade universitária
898183998d7ffff,-8.010969348393065,-34.882756034161375,cajueiro
898183995b7ffff,-8.06590344001638,-34.876863986557474,santo antônio
89818398ec3ffff,-8.033448622007688,-34.92023067610618,casa forte
8981839a513ffff,,,
8981839a973ffff,,,
89818399c2fffff,-8.015891593550334,-34.8900725279655,fundão
8981838a197ffff,,,
898183812d7ffff,,,
8981838100fffff,,,
89818398e2fffff,-8.01430225,-34.93128966,macaxeira
8981838a0c7ffff,,,
8981839ab23ffff,,,
8981839b5b7ffff,-8.12439194326923,-34.898144404807695,boa viagem
8981838a397ffff,,,
89818383413ffff,,,
8981839a02fffff,-8.1112487,-34.93317635,ibura
8981839a63bffff,-8.127374629658135,-34.908875825356745,boa viagem
89818381677ffff,,,
8981839ab53ffff,-8.05110118,-34.95976725,várzea
89818381027ffff,,,
89818398c07ffff,-8.036697403005537,-34.950403132173655,várzea
89818398d47ffff,,,
8981839a677ffff,-8.126041697144263,-34.90618649239472,boa viagem
8981838a17bffff,,,
89818399cdbffff,-8.034238669929273,-34.87669379057764,campo grande
8981839aa9bffff,,,
8981838a073ffff,,,
8981839a843ffff,-8.072364005059367,-34.95924176910995,curado
898183811cfffff,,,
8981838a2abffff,,,
8981839a44fffff,-8.140169357678522,-34.91992704266789,jordão
8981839ae5bffff,-8.085743947766701,-34.93554154987177,areias
8981839ab1bffff,-8.0526249,-34.9658864,várzea
8981839a6a7ffff,-8.133335893378014,-34.91732630208254,imbiribeira
89818398cd7ffff,-8.045057457556434,-34.944073403018855,iputinga
89818398b17ffff,,,
89818398a87ffff,-8.008898852372246,-34.93245029487302,macaxeira
89818381047ffff,,,
89818398e03ffff,-8.026524784851253,-34.926745767199,casa amarela
89818398677ffff,-8.06754539261037,-34.88460454683898,são josé
8981839aac7ffff,,,
8981838a4b7ffff,,,
8981839124bffff,-8.118688508588427,-34.956300952754326,cohab
89818381073ffff,,,
89818398ba3ffff,,,
8981838104fffff,,,
8981839aa17ffff,,,
89818398ddbffff,-8.033128816931143,-34.95978340321444,várzea
89818398d5bffff,-8.02570943580211,-34.95642547484881,caxangá
8981839b167ffff,-8.087601104301076,-34.88542075268817,pina
89818399da7ffff,-8.013949553203004,-34.91767162064391,vasco da gama
8981839952bffff,,,
89818398d17ffff,,,
8981839a34fffff,-8.0922109,-34.9184339,imbiribeira
8981839a55bffff,-8.133896418588833,-34.93674159267131,jordão
898183834dbffff,,,
89818398867ffff,,,
8981839a29bffff,-8.11832075130735,-34.906407663139284,boa viagem
89818398953ffff,,,
8981839ab0bffff,,,
8981838126fffff,,,
8981839a26bffff,,,
89818398e3bffff,-8.0207805882096,-34.92847799044954,alto do mandu
8981838a47bffff,,,
89818399cc3ffff,-8.032890718483243,-34.879809398191064,campo grande
89818398acfffff,-8.005154820520866,-34.921602883606106,nova descoberta
8981839806fffff,-8.049470041692175,-34.901493012746826,graças
8981839a68fffff,-8.1380766,-34.9099085,boa viagem
8981839a1a7ffff,-8.110354614252755,-34.95964557183963,ibura
898183980abffff,-8.061108211372412,-34.9114366483138,prado
89818398573ffff,-8.06753899599114,-34.92378721746896,san martin
8981839a0c3ffff,,,
898183983cbffff,-8.043138077054303,-34.896472138108514,aflitos
8981839a44bffff,-8.140980588658302,-34.91576033080928,boa viagem
89818398b4bffff,-7.9873567,-34.9337166,guabiraba
898183995a3ffff,-8.06304718843094,-34.87398505352412,bairro do recife
898183811cbffff,,,
8981839a82bffff,,,
898183984c7ffff,,,
89818399537ffff,-8.055508155555556,-34.87249078888888,bairro do recife
8981839a8a7ffff,,,
89818398083ffff,-8.070791721668462,-34.90868164315287,afogados
8981839821bffff,-8.051889250933074,-34.88128034898645,santo amaro
8981839a687ffff,-8.13950366655565,-34.91281592451057,boa viagem
8981839868bffff,,,
89818398b6bffff,,,
89818398ebbffff,-8.02881120911748,-34.932349372009426,iputinga
8981839a877ffff,,,
8981839abd3ffff,,,
8981838a1dbffff,,,
89818398e1bffff,-8.028288391528966,-34.922750675137685,casa amarela
89818381203ffff,,,
89818398a0bffff,-8.001174089123202,-34.92356832463907,nova descoberta
898183991a7ffff,,,
8981839a203ffff,-8.110191674620342,-34.90631670461737,imbiribeira
89818398a2fffff,-7.9904664,-34.9325048,brejo da guabiraba
89818381253ffff,,,
8981839ab0fffff,-8.045285654524424,-34.96901327961028,várzea
8981838a13bffff,,,
89818398e63ffff,-8.0163441,-34.9222831,vasco da gama
8981839845bffff,-8.0860101,-34.8945623,pina
89818399d0fffff,-8.010721102767334,-34.90646059830779,linha do tiro
898183984b7ffff,,,
8981839aedbffff,-8.09418329469209,-34.93883718813909,barro
8981839a0b7ffff,-8.12424269462343,-34.938886298643695,ibura
8981839882bffff,,,
898183986abffff,-8.074098172685053,-34.89055614836334,são josé
898183981dbffff,-8.0571449375,-34.9176647,prado
89818381323ffff,,,
89818398207ffff,-8.04767383074234,-34.88866489965982,santo amaro
898183989cfffff,,,
89818398567ffff,-8.062798416434704,-34.926720850892494,san martin
89818398263ffff,-8.04175855612245,-34.88275308877551,santo amaro
8981839ab07ffff,,,
8981838a627ffff,,,
8981838a407ffff,,,
8981839809bffff,,,
8981839a957ffff,,,
8981838a59bffff,,,
8981838a5c7ffff,,,
8981839a04bffff,-8.118241985139191,-34.91434846415169,imbiribeira
8981838a4afffff,,,
8981838a01bffff,,,
89818398a17ffff,-8.004193636998169,-34.929116788518165,nova descoberta
89818398593ffff,-8.085253097976718,-34.929743902063706,estância
898183813c7ffff,,,
898183985afffff,,,
8981839a6bbffff,-8.136244925899675,-34.91268281708696,boa viagem
8981839886fffff,,,
8981839a15bffff,-8.109595936899533,-34.93597353452051,ibura
89818398b1bffff,-7.9927587,-34.9428617,guabiraba
8981839a537ffff,-8.1278158,-34.956212,cohab
8981839a967ffff,,,
89818398663ffff,-8.065030482211743,-34.881538531618226,santo antônio
89818399da3ffff,-8.014319563266223,-34.91442682197848,alto josé bonifácio
89818381357ffff,,,
8981839998fffff,-7.995559842526644,-34.909380256815815,beberibe
8981839ae63ffff,-8.0763861,-34.9443624,jardim são paulo
8981839a153ffff,-8.11160065,-34.937644155,ibura
89818381353ffff,,,
89818398683ffff,,,
8981838a52bffff,,,
8981838a1afffff,,,
89818398c7bffff,-8.031325134640799,-34.94116996819683,iputinga
8981838a537ffff,,,
8981839830fffff,-8.034036584620305,-34.905731396618656,jaqueira
8981838a5b7ffff,,,
898183989d3ffff,,,
898183985abffff,-8.073590516666666,-34.931467383333334,san martin
89818398a8bffff,-8.0074493,-34.9265383,macaxeira
8981839ab8fffff,,,
8981838a49bffff,,,
8981839a307ffff,-8.095189972083526,-34.92956704400729,areias
8981839a463ffff,,,
8981839a32fffff,-8.08699636966125,-34.932024541586,areias
89818398e0fffff,-8.02117878499811,-34.92524888816776,casa amarela
8981838a0dbffff,,,
89818399523ffff,-8.0542957,-34.8708474,bairro do recife
8981839a137ffff,,,
8981839838bffff,-8.04529556521739,-34.90621949130435,torre
8981838166fffff,,,
8981839a92fffff,,,
8981839803bffff,-8.056249211645731,-34.90894432031308,madalena
89818398377ffff,-8.0311789193866,-34.90504792456795,tamarineira
89818399c67ffff,-8.015682437690684,-34.88429368213737,cajueiro
89818399d63ffff,-8.005462447292269,-34.90167592002558,linha do tiro
8981839a1abffff,,,
898183982cfffff,-8.053491425438798,-34.87923300010163,santo amaro
8981839a637ffff,-8.127756576744186,-34.91554763023256,imbiribeira
8981839a5a3ffff,,,
89818398d93ffff,-8.037256750919775,-34.972265153144406,várzea
8981839a847ffff,,,
8981839ac4fffff,,,
8981839ab57ffff,-8.050722026626248,-34.96103747043314,várzea
898183982b3ffff,-8.055112068065052,-34.89475466267515,boa vista
8981839a32bffff,-8.08857363,-34.92950545,areias
89818398c83ffff,-8.046641038545292,-34.94957954983043,várzea
89818398433ffff,-8.080430605457666,-34.91196872863249,afogados
8981838122bffff,,,
8981838a4b3ffff,,,
89818398e17ffff,-8.027614666683997,-34.928560812606804,monteiro
8981838acd3ffff,,,
8981839aa33ffff,-8.058368275,-34.953421775,cidade universitária
8981838a4cfffff,,,
89818381277ffff,,,
898183812afffff,,,
89818398517ffff,-8.074243704241411,-34.92985265295985,san martin
89818399d17ffff,-8.01560175,-34.907712000000004,alto santa teresinha
89818398603ffff,-8.072571330387802,-34.8844961038807,são josé
89818399c23ffff,-8.019141966271485,-34.89080667467855,água fria
8981839a8bbffff,-8.07659385,-34.972475849999995,curado
8981839a98bffff,,,
8981839860fffff,-8.069131935728755,-34.884151929351006,são josé
8981839b10bffff,-8.095332961111112,-34.883257405555554,boa viagem
898183983c7ffff,-8.042627248259018,-34.90234059868176,graças
89818398277ffff,-8.042167401284312,-34.88486707403359,torreão
8981839a373ffff,-8.091454824502653,-34.924942777648425,estância
89818398653ffff,,,
8981839a54fffff,-8.12748436400721,-34.93852409137096,ibura
8981839a857ffff,,,
8981839ae77ffff,-8.07731242022906,-34.94623810759719,jardim são paulo
8981839aa5bffff,-8.061989495469355,-34.93485965592479,torrões
89818399887ffff,-8.008818878620097,-34.88939042019687,porto da madeira
8981839810bffff,-8.04828037096294,-34.923426904046565,cordeiro
898183813afffff,,,
89818398bafffff,,,
89818398e4bffff,-8.022631225369608,-34.91450702034583,casa amarela
89818398293ffff,-8.061651048209384,-34.88795822376549,boa vista
8981839a3cbffff,,,
89818399c83ffff,-8.034569085534132,-34.88719254535484,encruzilhada
898183836c7ffff,,,
8981839a607ffff,-8.132310301559391,-34.90905378017936,boa viagem
8981838a077ffff,,,
89818398c93ffff,-8.050532920191197,-34.95004766842815,cidade universitária
89818398ea3ffff,,,
8981839a20fffff,-8.1060315,-34.9067812,imbiribeira
8981839ae1bffff,-8.087966037144836,-34.94522227403011,barro
8981839aebbffff,-8.08952052995775,-34.95372991191617,barro
89818399c53ffff,-8.02730954779286,-34.87704777098545,campo grande
8981839828fffff,-8.054826440179095,-34.88826967744742,santo amaro
8981839a007ffff,,,
898183998a3ffff,-8.0047241,-34.89396264285714,beberibe
8981839a0afffff,,,
8981839a3d7ffff,-8.10597499657152,-34.92497057047067,ipsep
89818398cc7ffff,-8.041920600600863,-34.944572109189295,várzea
89818399187ffff,,,
89818398413ffff,-8.087965129253787,-34.90535172728056,imbiribeira
8981838a457ffff,-7.977513549999999,-34.918848025,passarinho
8981839a18fffff,-8.115375675818896,-34.95073176583886,cohab
8981838a12bffff,,,
8981839953bffff,,,
89818399c57ffff,-8.025455749238812,-34.87941614725779,campo grande
89818398547ffff,-8.06983708,-34.92014904,mustardinha
89818383633ffff,-8.033320675723738,-34.99327646519456,várzea
8981839a8c7ffff,,,
89818399cd3ffff,-8.036470477680142,-34.87967856227439,campo grande
8981839aab7ffff,,,
89818398497ffff,-8.09501039,-34.91156426,imbiribeira
8981839a133ffff,-8.105911770038263,-34.952925810676014,barro
8981839ab13ffff,-8.052016000262599,-34.96650937053638,várzea
8981839828bffff,-8.056890657163589,-34.884957980252224,boa vista
89818381317ffff,,,
8981839848bffff,,,
8981839ab7bffff,,,
8981839a0dbffff,,,
8981838a3c3ffff,,,
8981838a193ffff,,,
898183988c3ffff,-8.020126266666667,-34.94050715555555,apipucos
8981839a343ffff,-8.095720872888917,-34.91950504356676,imbiribeira
8981839802bffff,-8.052938006428521,-34.9082011134112,madalena
89818398e8bffff,-8.0324617,-34.92521,poço da panela
8981839a17bffff,,,
898183984cbffff,,,
89818398b83ffff,,,
89818399d07ffff,-8.011055475000001,-34.9076,linha do tiro
89818399ccfffff,-8.028954767026747,-34.878997033889505,campo grande
89818381673ffff,,,
89818398503ffff,-8.07199615747159,-34.92650012688887,san martin
8981838164fffff,,,
89818398a33ffff,-7.99901354674221,-34.932576123888,nova descoberta
89818399cb3ffff,-8.029627972528104,-34.89393010142436,arruda
8981839a313ffff,-8.101915252163142,-34.92775588460888,areias
8981839aa53ffff,-8.06328153826558,-34.937562149271834,torrões
8981839822fffff,-8.039195565468962,-34.89020916363307,encruzilhada
8981839ac7bffff,-8.090936425253455,-34.96274950573285,tejipió
8981839a9abffff,,,
8981839a3a7ffff,-8.09766199777698,-34.93891100835113,areias
898183981b3ffff,-8.054272320912045,-34.93470671100169,cordeiro
8981839a613ffff,-8.13619981918462,-34.90600047618352,boa viagem
898183813d3ffff,,,
8981839aa97ffff,,,
8981839a90bffff,,,
89818398a83ffff,-8.0099894,-34.9279021,macaxeira
8981839ae8bffff,-8.091895820000001,-34.948195240000004,barro
89818399cabffff,-8.026050943269063,-34.891255091217744,arruda
898183834d3ffff,,,
8981838a583ffff,,,
89818399cd7ffff,-8.033593819361425,-34.880989665836545,campo grande
8981839a077ffff,-8.113719493237529,-34.92568901360164,ibura
8981839a1cbffff,-8.113616871529034,-34.93904111553435,ibura
89818399c8bffff,-8.03222741065821,-34.88509249519767,campo grande
8981839a197ffff,-8.1186964,-34.9546956,cohab
8981839a61bffff,-8.134313312932234,-34.90328933063047,boa viagem
8981839b113ffff,-8.10001626514264,-34.88563466423833,boa viagem
8981839894fffff,,,
89818398387ffff,-8.044130848668944,-34.91113084145353,torre
89818398057ffff,-8.061850494610532,-34.899726178399845,paissandu
89818398b53ffff,-7.992387268722887,-34.936784631152555,guabiraba
8981838a3b7ffff,,,
8981838106fffff,,,
8981839aa27ffff,-8.052963047738954,-34.95555887509724,várzea
89818398bc7ffff,,,
8981838a44fffff,-7.972806661153727,-34.91740354728629,passarinho
8981839accfffff,,,
89818398dcfffff,,,
89818398323ffff,-8.030119054545453,-34.9109329,casa amarela
8981839867bffff,-8.06643001845016,-34.879666794827514,santo antônio
8981839830bffff,-8.035842314281,-34.90231356312064,jaqueira
8981839a3afffff,-8.0959584831024,-34.93576013567609,areias
89818398e7bffff,-8.017277489051226,-34.91959237036349,vasco da gama
898183988cfffff,-8.017392385511723,-34.941394202786306,dois irmãos
89818398aa3ffff,-8.004171,-34.93422,macaxeira
8981839a2dbffff,-8.11822229098184,-34.89667012092118,boa viagem
8981839ab47ffff,-8.0471878,-34.9612857,várzea
8981839850fffff,-8.070535796836658,-34.926821353471794,san martin
8981839ae9bffff,,,
8981839856bffff,-8.063361730447216,-34.919853588234425,bongi
89818398607ffff,-8.071580386331616,-34.88843684883792,joana bezerra
89818398c33ffff,-8.032759577777776,-34.952551488888886,caxangá
898183986b3ffff,-8.078394664177141,-34.89395604912357,cabanga
8981838a0afffff,,,
8981839aaabffff,,,
8981838a04fffff,,,
8981839aed3ffff,-8.095118727321365,-34.9418992598204,barro
8981839a297ffff,-8.11981977635614,-34.9127223021795,imbiribeira
8981838a043ffff,,,
89818398e2bffff,-8.017608349618735,-34.928904561439126,nova descoberta
898183816c3ffff,,,
89818398253ffff,-8.050076778327279,-34.875141599886746,santo amaro
89818399d97ffff,-8.02452591783939,-34.911409343181646,casa amarela
8981839a033ffff,,,
8981838a16bffff,,,
898183982d7ffff,-8.058155234840683,-34.88328964370754,boa vista
89818398073ffff,-8.056404393150874,-34.90309610883631,madalena
8981839a273ffff,,,
8981838a4bbffff,,,
89818398d1bffff,,,
8981839ae2fffff,-8.074384792849571,-34.952130684981285,curado
8981838a06bffff,,,
8981839a693ffff,-8.14357255100618,-34.91027331565107,boa viagem
8981838a5cbffff,,,
89818399d1bffff,-8.0146111,-34.9023416,água fria
89818398e6bffff,-8.015344103448276,-34.9198975862069,vasco da gama
898183980b7ffff,-8.065096376470589,-34.91715957058824,bongi
8981839a013ffff,,,
8981839866bffff,-8.062816562439073,-34.87911150622493,santo antônio
8981838a517ffff,,,
8981838164bffff,,,
8981839aa8fffff,,,
8981839852fffff,-8.062213756835972,-34.93138205360376,torrões
89818398127ffff,-8.041490511402008,-34.936304200103926,iputinga
89818398e0bffff,-8.024313887913973,-34.922981731049525,casa amarela
89818398457ffff,,,
8981838a287ffff,,,
89818381237ffff,,,
8981839b12fffff,-8.087011815917835,-34.89093787694216,pina
8981839a047ffff,-8.1176367374432,-34.92239167742909,ipsep
8981839a223ffff,-8.102422404590662,-34.91166677255432,imbiribeira
8981839a2a3ffff,-8.110360275065576,-34.914562109680865,imbiribeira
89818398657ffff,-8.071905894444445,-34.87854635555556,são josé
89818398d9bffff,,,
89818391a6bffff,,,
898183982bbffff,-8.053652561778964,-34.89064813218839,santo amaro
898183985d7ffff,-8.08252304838618,-34.923648281657606,afogados
89818399d73ffff,-8.007531953125733,-34.902567519204034,linha do tiro
8981839811bffff,-8.050489356050699,-34.92297229051322,cordeiro
8981839a6b3ffff,-8.137938012937136,-34.91475364625352,boa viagem
8981838a2afffff,,,
89818398203ffff,,,
8981839a3d3ffff,-8.107544893548633,-34.92154222693331,ipsep
89818398313ffff,-8.041670977041424,-34.90519962263256,torre
8981839a2d3ffff,-8.118680101611314,-34.90070980121774,boa viagem
89818399c7bffff,-8.0185372,-34.880014700000004,campina do barreto
89818398babffff,,,
89818383453ffff,,,
898183991afffff,-8.036099,-34.8715217,campo grande
89818398893ffff,-8.025832458833,-34.95156029686,caxangá
8981839822bffff,-8.04118318128223,-34.888150465563825,espinheiro
8981838a4c3ffff,-7.98477345,-34.91974205,passarinho
8981838a54bffff,,,
8981838104bffff,,,
8981839a647ffff,-8.129572124606412,-34.90089802747265,boa viagem
8981838a07bffff,,,
89818398283ffff,-8.058445209611497,-34.88731241429445,boa vista
8981839a57bffff,-8.1251365,-34.9426563,ibura
898183988b3ffff,,,
898183986cbffff,-8.079554,-34.8762956,brasília teimosa
89818398d0fffff,,,
8981839a387ffff,,,
8981839ae6fffff,-8.073991926156168,-34.944883625258434,curado
898183812bbffff,,,
898183985b3ffff,-8.078463119816293,-34.93439622934427,jardim são paulo
8981839a963ffff,,,
8981839b183ffff,-8.105561784003926,-34.88894271643629,boa viagem
89818399193ffff,,,
89818399533ffff,-8.059443260420561,-34.87081490688497,bairro do recife
8981839800fffff,-8.058416009152463,-34.906366392876706,madalena
8981839aeabffff,-8.086663356844296,-34.95254645139089,tejipió
8981839a567ffff,-8.123960666666667,-34.94854026666666,ibura
8981838a547ffff,,,
8981838a58fffff,,,
898183989cbffff,,,
89818398587ffff,-8.08023383523799,-34.93307709020662,estância
898183995b3ffff,-8.067073758754892,-34.873178315185335,bairro do recife
8981838a523ffff,,,
8981839aeafffff,-8.083280058311045,-34.95763196551619,sancho
89818398a1bffff,-8.00298103182166,-34.92388798897874,nova descoberta
8981839a117ffff,-8.111976170256932,-34.951948425201685,cohab
8981839a37bffff,-8.090489126715733,-34.92133373499455,jiquiá
89818399dcbffff,-8.02019203775287,-34.89577186684034,água fria
8981838a3d7ffff,,,
89818398ccbffff,-8.041917672555652,-34.937429316176015,iputinga
8981838a033ffff,,,
8981838a533ffff,,,
8981839a633ffff,-8.130667866666666,-34.912755833333335,boa viagem
89818383607ffff,-8.0344328,-34.990984,várzea
89818398513ffff,,,
8981839aa37ffff,-8.0560156,-34.9568178,várzea
8981839aa4fffff,-8.056655173064113,-34.9377010523583,torrões
898183988cbffff,-8.01865944,-34.93809738,apipucos
8981839a9dbffff,,,
