h3_cell,latitude,longitude,bairro_clean
8981838a44bffff,,,
89818398c0fffff,,,
8981838a0a3ffff,,,
89818398dcbffff,-8.03067047753113,-34.95752664042692,caxangá
8981839a07bffff,-8.11420525882688,-34.921383666613686,ipsep
89818398d8bffff,,,
8981839a937ffff,,,
8981839aa83ffff,,,
8981839a287ffff,-8.115980656196632,-34.913203334083235,imbiribeira
8981839a27bffff,,,
89818381023ffff,,,
898183995a7ffff,-8.061888473855443,-34.876364369920005,santo antônio
89818398e6fffff,-8.014394081646492,-34.92207201316438,vasco da gama
8981839823bffff,-8.04386442860965,-34.88710203028142,derby
8981838a0bbffff,,,
89818398ed7ffff,-8.033697348327081,-34.92232433313372,casa forte
89818399dc7ffff,-8.01883698,-34.90346454,água fria
89818399dd7ffff,-8.022125957404565,-34.902155716961815,bomba do hemetério
898183988afffff,,,
8981839b1b7ffff,,,
89818398543ffff,-8.071378014237922,-34.91763464121317,mustardinha
89818398463ffff,,,
89818398367ffff,-8.026686011562063,-34.90500256610934,tamarineira
89818398ab7ffff,-8.0059441,-34.937433733333336,córrego do jenipapo
898183811dbffff,,,
8981839a96fffff,,,
8981839a33bffff,-8.09161384998214,-34.92953401992343,areias
8981839a823ffff,,,
898183983cfffff,-8.041283220954329,-34.89866547254941,aflitos
898183812cfffff,,,
89818398c2bffff,-8.029745096188659,-34.950760597288976,caxangá
898183985bbffff,-8.076951046839321,-34.93131714792437,jiquiá
8981839880bffff,,,
8981839a8b3ffff,,,
8981839a86bffff,,,
898183836d3ffff,,,
8981839a267ffff,,,
89818398b13ffff,-7.99270181382288,-34.94790365476333,guabiraba
89818398c67ffff,,,
89818398bb3ffff,-7.9959189,-34.9548027,guabiraba
89818398397ffff,-8.047664521478337,-34.91168455952543,torre
8981839a23bffff,-8.103954045454545,-34.910351545454546,imbiribeira
898183834c3ffff,,,
8981839b18fffff,-8.103146381586367,-34.88799307315969,boa viagem
89818398b37ffff,,,
89818398b8fffff,,,
8981839a113ffff,,,
89818381273ffff,,,
8981839b11bffff,,,
8981839ac63ffff,-8.089444702842757,-34.965623499046096,coqueiral
8981839ae53ffff,-8.086860067029686,-34.93783685595744,jardim são paulo
8981838a027ffff,,,
8981838a62fffff,,,
89818398abbffff,-8.005869587417255,-34.93223204254111,macaxeira
898183986afffff,-8.072649311408544,-34.89446532347965,joana bezerra
898183982c7ffff,-8.054738110625475,-34.88085179356926,santo amaro
8981839833bffff,-8.033460192928233,-34.90878834581115,parnamirim
8981839ae0fffff,-8.081524540153806,-34.946493374651496,jardim são paulo
898183813cfffff,,,
8981838a037ffff,,,
89818398527ffff,,,
89818398b67ffff,,,
8981839a807ffff,,,
8981839abc7ffff,,,
898183981afffff,-8.04720490667592,-34.936116342965214,cordeiro
898183985dbffff,-8.081063530510123,-34.91791323860604,afogados
8981839a68bffff,-8.139553694713497,-34.90614930770472,boa viagem
8981839abd7ffff,,,
8981839a097ffff,-8.131442296236282,-34.93407053839812,jordão
8981838a0a7ffff,,,
89818398243ffff,-8.04720970667417,-34.87721296308962,santo amaro
89818398eb7ffff,-8.0290452,-34.9380964,iputinga
898183991b7ffff,-8.042562792307693,-34.87647336153846,santo amaro
8981838a4a3ffff,,,
89818398627ffff,-8.064729503128339,-34.89420013913196,ilha do leite
89818398b97ffff,,,
8981839a22bffff,-8.100560120354675,-34.90957313501823,imbiribeira
8981839888bffff,,,
898183999b7ffff,-7.993036050000001,-34.9165158,dois unidos
898183999bbffff,,,
8981839ab77ffff,,,
898183981c7ffff,-8.05534632387457,-34.92312482886508,cordeiro
8981838a477ffff,,,
8981839aa2fffff,-8.051375453598759,-34.95229317289051,cidade universitária
89818398063ffff,-8.052831900185954,-34.90204770970119,derby
898183984d3ffff,,,
89818381383ffff,,,
89818399527ffff,-8.051338,-34.8721825,bairro do recife
89818398b93ffff,,,
89818398133ffff,-8.04675785,-34.93175778333333,cordeiro
8981839850bffff,-8.072419663636364,-34.92472041818182,san martin
8981839a617ffff,-8.134662607011242,-34.90972808174944,boa viagem
8981839aaa7ffff,,,
8981838a387ffff,,,
8981839820fffff,-8.046390957781414,-34.883778415937805,santo amaro
89818398297ffff,-8.059918033210382,-34.89098096942155,boa vista
89818398853ffff,,,
89818399c37ffff,-8.020152168390068,-34.89343471615464,água fria
89818398823ffff,,,
8981839a323ffff,-8.089693309716202,-34.933833796698245,areias
89818398adbffff,-8.0098784,-34.917662400000005,vasco da gama
89818399d4fffff,-8.00946265545721,-34.89753937706052,água fria
8981839a0d3ffff,,,
89818399d53ffff,-8.016297806544664,-34.89596763976931,água fria
898183980b3ffff,-8.0667581609976,-34.91360026769897,bongi
8981838a4abffff,,,
8981839a94bffff,,,
8981839a22fffff,-8.097799356949203,-34.91225600063034,imbiribeira
89818398097ffff,-8.070716701580832,-34.911770817679724,afogados
8981839999bffff,-7.9997861,-34.9051923,dois unidos
8981839a8d3ffff,-8.082360200537,-34.96192142677809,sancho
8981838a0c3ffff,-7.9620475,-34.9206378,guabiraba
89818381297ffff,,,
8981839a2abffff,-8.109158812367603,-34.91234686995941,imbiribeira
8981839a67bffff,-8.125701712849153,-34.9005334435699,boa viagem
898183982afffff,-8.047517696764503,-34.89419105718795,espinheiro
89818381153ffff,,,
8981838a107ffff,,,
89818398a73ffff,,,
8981839aa4bffff,,,
8981839b127ffff,-8.088379673595002,-34.89438829756476,pina
8981839aec3ffff,-8.092552088976268,-34.942058045426016,barro
89818398ac7ffff,-8.0064799,-34.9222283,vasco da gama
8981839846fffff,,,
89818398e4fffff,-8.021728465911105,-34.91723754192915,casa amarela
89818398e9bffff,-8.0354897,-34.9250748,poço da panela
89818398303ffff,-8.037145101415332,-34.90567283981357,jaqueira
8981839a52bffff,-8.124472792145697,-34.95089231324267,ibura
8981839a3a3ffff,-8.099192457872224,-34.93510057155474,areias
8981839a9afffff,,,
89818399c0bffff,-8.023746187457693,-34.88228658683956,arruda
8981806593bffff,,,
89818399c0fffff,-8.021370660354915,-34.883515023111244,arruda
8981839ae37ffff,,,
898183998bbffff,-8.006240344663764,-34.89067142542089,porto da madeira
89818398c17ffff,-8.0403531,-34.9508157,várzea
89818398b23ffff,,,
89818398cabffff,,,
8981839aba7ffff,,,
8981838a0cfffff,,,
8981839a377ffff,-8.091671563232483,-34.92720848597739,estância
89818398e53ffff,-8.027190108014324,-34.917222877463225,casa amarela
898183986d7ffff,-8.083074894069885,-34.88266966514029,pina
8981838166bffff,,,
8981838a163ffff,,,
8981839a337ffff,-8.091997334615385,-34.93622637115384,areias
89818399dc3ffff,-8.02184915,-34.89988775,bomba do hemetério
89818399d83ffff,-8.022395690143984,-34.90761732601445,alto josé do pinho
8981839a6d7ffff,-8.141079,-34.90436873125,boa viagem
8981839aa07ffff,-8.058755345063794,-34.95057717159579,cidade universitária
8981839a87bffff,,,
8981839a42fffff,-8.135200384467208,-34.93460431665115,jordão
898183836abffff,,,
8981838a597ffff,,,
89818398e93ffff,-8.036291881693817,-34.9292538113174,iputinga
8981838a09bffff,-7.964188063466097,-34.924187014974564,guabiraba
898183981cfffff,-8.05192064590174,-34.92084393879324,cordeiro
8981839a09bffff,,,
89818398177ffff,-8.04231525,-34.9266898,cordeiro
89818398c8fffff,-8.042392944441293,-34.94978721693589,várzea
89818398197ffff,-8.0592138,-34.932273,torrões
8981839a28fffff,-8.11394707669904,-34.90868834555306,imbiribeira
898183983d7ffff,-8.045290255270364,-34.90295493096169,graças
89818398aafffff,-8.0006145,-34.933623,nova descoberta
8981839818bffff,-8.055111287499999,-34.9259366,cordeiro
8981838a013ffff,,,
8981838a11bffff,,,
8981839a423ffff,,,
89818383603ffff,-8.037135102736944,-34.9882581810276,várzea
8981838a1d3ffff,,,
89818398bc3ffff,,,
8981839ae33ffff,-8.081814,-34.9529866,jardim são paulo
89818398cb3ffff,-8.042764221684731,-34.95715360249562,várzea
89818398db3ffff,,,
8981839838fffff,-8.043389893003852,-34.90879104862194,torre
8981839a8d7ffff,,,
898183981bbffff,-8.053346769852045,-34.93173379359646,cordeiro
8981838a057ffff,,,
8981838a5bbffff,,,
8981838a047ffff,,,
8981838a54fffff,,,
8981839a8afffff,,,
89818398417ffff,-8.086950938620529,-34.90824552819735,imbiribeira
8981839a547ffff,,,
8981839a43bffff,-8.140311515613266,-34.929718541442696,jordão
8981838123bffff,,,
89818381657ffff,,,
89818381643ffff,,,
8981838a14bffff,,,
8981839a093ffff,,,
89818398e5bffff,-8.026249929227218,-34.914192097899395,casa amarela
898183983b7ffff,-8.04014584431034,-34.917351728572534,santana
8981839a28bffff,-8.115107195841894,-34.90683709372628,imbiribeira
8981839826fffff,,,
89818398227ffff,-8.042420124582925,-34.894542162818446,espinheiro
89818399db3ffff,-8.019888809222572,-34.91428131657519,morro da conceição
8981839b133ffff,,,
89818398a0fffff,-7.998109243318733,-34.92736932784058,brejo de beberibe
8981839aa43ffff,-8.059302350459275,-34.93834720202992,torrões
89818381647ffff,,,
89818398473ffff,-8.080213608270443,-34.90290202136879,afogados
89818398c6bffff,,,
8981839840fffff,-8.081627265211852,-34.90604294232194,afogados
8981839860bffff,-8.071687799780337,-34.88278983504497,são josé
8981839a243ffff,-8.108587415112202,-34.89733996987198,boa viagem
89818399d87ffff,,,
89818398017ffff,-8.06262190087949,-34.908935820372065,madalena
8981839814bffff,-8.046544513161699,-34.914099789237355,torre
89818383613ffff,,,
8981838125bffff,,,
8981839ab73ffff,,,
89818398c13ffff,-8.041034801160574,-34.94614237624782,várzea
89818398877ffff,,,
8981838103bffff,,,
898183995abffff,-8.06100159225545,-34.87116779982822,bairro do recife
89818398d97ffff,,,
89818398b0fffff,,,
8981839abcfffff,,,
8981839ab6fffff,-8.0373012,-34.9629513,várzea
8981839a0b3ffff,,,
89818398a77ffff,-7.994022860387811,-34.92714721862798,brejo de beberibe
8981839ae27ffff,,,
8981839ad6bffff,,,
8981838102bffff,,,
898183986a3ffff,-8.075212639766256,-34.893273528707354,são josé
8981839a147ffff,,,
89818398b03ffff,,,
8981839a6afffff,-8.132441566666666,-34.91602743333333,boa viagem
8981839b537ffff,-8.115962387643913,-34.89473002203154,boa viagem
8981839846bffff,-8.074461575,-34.900270925,joana bezerra
8981839a477ffff,,,
8981838a46fffff,,,
89818381267ffff,,,
8981839a54bffff,-8.130087292509936,-34.9369505517432,jordão
8981839ae3bffff,-8.0789615,-34.9509394,jardim são paulo
8981838a173ffff,,,
8981838a553ffff,,,
89818398553ffff,-8.07467053388102,-34.91832372139568,mustardinha
8981838a577ffff,,,
8981839a623ffff,-8.126145781165075,-34.91272144306507,imbiribeira
8981838a413ffff,,,
89818398013ffff,-8.065175516722636,-34.90621639971259,ilha do retiro
8981839a9a7ffff,,,
8981839aabbffff,,,
8981839884bffff,-8.010785977350459,-34.93486860169803,macaxeira
898183984afffff,,,
8981839a30bffff,-8.095424128947364,-34.924678997995706,areias
8981838a3dbffff,,,
898183982a7ffff,-8.049712080967375,-34.89662208035069,graças
898183836c3ffff,,,
8981839a107ffff,,,
89818398ab3ffff,-8.0061180734209,-34.93406723672122,córrego do jenipapo
898183834d7ffff,,,
89818399c97ffff,-8.035805046193772,-34.89129538104644,encruzilhada
8981839854bffff,-8.06994095,-34.91507245,afogados
8981839a837ffff,,,
89818398357ffff,-8.037781843569807,-34.89926742874503,aflitos
8981839ab83ffff,,,
8981839a127ffff,,,
8981839a36fffff,-8.0841302,-34.9238357,jiquiá
8981838139bffff,,,
8981839a893ffff,-8.085402,-34.9708759,coqueiral
8981839a19bffff,-8.119096821687556,-34.94728139682136,cohab
8981839abcbffff,-8.053637385039593,-34.95960902185361,várzea
8981839988bffff,-8.009632499999999,-34.885049325,cajueiro
8981838a3c7ffff,,,
8981839832bffff,-8.028808423272512,-34.90903025168998,casa amarela
89818398c4fffff,-8.0321689,-34.9376721,iputinga
89818381207ffff,,,
8981838162fffff,,,
8981839b13bffff,-8.092653949999999,-34.888214500000004,pina
89818399d6fffff,-8.0015262,-34.9023972,dois unidos
8981839a517ffff,-8.134669899693094,-34.95123264149487,ibura
8981838a153ffff,,,
89818398007ffff,-8.05896297357236,-34.908382697838334,madalena
89818398887ffff,,,
898183981b7ffff,-8.052387394553865,-34.93856650500585,cordeiro
8981839a95bffff,,,
89818398b77ffff,,,
89818398563ffff,-8.065513444775881,-34.92353812224885,san martin
8981838a087ffff,,,
898183985c7ffff,-8.078187097276498,-34.922932457538835,mangueira
89818398e57ffff,-8.025733044903333,-34.920367772900704,casa amarela
8981839a5abffff,,,
8981839ac5bffff,,,
8981839a277ffff,,,
8981839a18bffff,-8.1160337,-34.946513249999995,cohab
89818399d67ffff,,,
8981838120bffff,-7.9514945,-34.965172,guabiraba
89818398047ffff,-8.058530652593971,-34.899044544844,derby
8981838a5a3ffff,,,
8981839866fffff,-8.060928349294068,-34.88180930712238,boa vista
898183980cbffff,-8.066338013672533,-34.896302296831045,ilha do leite
8981839a657ffff,-8.133147009157454,-34.901592344863296,boa viagem
8981838a0d3ffff,,,
89818398393ffff,-8.050475889000895,-34.90812371408612,torre
8981839a217ffff,-8.110403594444444,-34.909599972222225,imbiribeira
89818381ed3ffff,,,
89818399d13ffff,-8.01679762,-34.9058929,alto santa teresinha
8981839843bffff,-8.080446387772769,-34.90917198854478,afogados
8981838a1c7ffff,,,
89818398e83ffff,-8.034674266680852,-34.927811274700616,iputinga
8981839836bffff,-8.02749132725407,-34.898619437587804,tamarineira
89818398117ffff,-8.05106335793123,-34.92922553456993,cordeiro
89818399983ffff,,,
89818398257ffff,-8.049960789468448,-34.879308779128586,santo amaro
898183834cbffff,,,
8981839ab93ffff,,,
89818381663ffff,,,
8981839a20bffff,,,
898183988c7ffff,,,
8981838a42bffff,,,
8981839a91bffff,-8.063647820208065,-34.987172714423885,curado
898183984d7ffff,,,
8981838a10bffff,,,
8981839abbbffff,,,
8981839aed7ffff,-8.093436046968362,-34.94412674552267,barro
898183984c3ffff,,,
8981839aeb3ffff,-8.089867621465112,-34.95706666608881,tejipió
8981839ac53ffff,,,
89818398a4bffff,,,
8981839a53bffff,-8.127269658691052,-34.95023217210476,ibura
8981839a603ffff,-8.13287656833887,-34.90649072145288,boa viagem
8981838128bffff,,,
89818399eb7ffff,,,
898183986a7ffff,-8.072940490532602,-34.89697920464693,joana bezerra
898183983bbffff,-8.0414205607417,-34.91059256010579,torre
89818398b9bffff,,,
8981839a907ffff,,,
8981839a92bffff,,,
8981838369bffff,,,
8981838365bffff,-8.036875332665769,-34.977565662117755,várzea
8981838a2bbffff,,,
89818398027ffff,-8.053798925,-34.914829025,madalena
8981839a167ffff,,,
8981839a917ffff,,,
8981838116bffff,,,
89818398a7bffff,,,
89818398647ffff,-8.070812180542266,-34.87872964960178,são josé
8981839a833ffff,,,
8981839a1d7ffff,-8.116275453845251,-34.94377825791149,ibura
89818381393ffff,,,
8981839a057ffff,-8.119948467328507,-34.92025935032115,imbiribeira
898183988d3ffff,,,
8981839a673ffff,-8.128248259911087,-34.90356746689925,boa viagem
8981839a08bffff,,,
89818398373ffff,-8.03188994341473,-34.9028853906567,tamarineira
898183984bbffff,-8.088532233905417,-34.91076601617594,imbiribeira
89818399d8fffff,,,
89818398b27ffff,,,
898183986c3ffff,-8.0817339,-34.8787295,brasília teimosa
898183816d3ffff,,,
89818383617ffff,-8.037814216419484,-34.99145143965597,várzea
8981839858bffff,,,
89818398c23ffff,-8.031837566984876,-34.95366696638486,caxangá
89818398ac3ffff,-8.008685563557473,-34.92043897193637,vasco da gama
8981839aa77ffff,-8.05491335,-34.9461148,engenho do meio
8981839a357ffff,-8.097048385714286,-34.91960834285714,imbiribeira
89818399d9bffff,-8.024725387055192,-34.9057197707546,tamarineira
898183982b7ffff,-8.053356606176925,-34.8973586978373,graças
8981838a097ffff,,,
8981839a66bffff,-8.12332186440304,-34.90039595767227,boa viagem
89818398a6bffff,,,
8981839853bffff,-8.068959602519879,-34.92843041745867,san martin
8981839826bffff,-8.039570560600076,-34.87908606673862,santo amaro
89818398093ffff,-8.073515990363335,-34.90884596490923,afogados
89818381e53ffff,,,
8981839a053ffff,-8.12167213500935,-34.91786540378574,imbiribeira
89818399d2bffff,-8.004863757142857,-34.90853598571429,dois unidos
8981839a6b7ffff,-8.1359405,-34.9167561,boa viagem
89818398147ffff,-8.04640256153846,-34.92052704615384,cordeiro
8981839aea3ffff,-8.08763944604654,-34.95738592668208,sancho
89818399c47ffff,-8.022855925468498,-34.878317954594586,arruda
8981839862fffff,-8.063205475801405,-34.89044143978396,boa vista
8981839a42bffff,-8.1377089,-34.93125,jordão
8981839a383ffff,,,
8981839a47bffff,,,
8981839b523ffff,-8.113913527777777,-34.892104672222224,boa viagem
8981838a15bffff,,,
89818398307ffff,-8.035148113831712,-34.908780864033126,parnamirim
898183984cfffff,,,
8981839887bffff,,,
8981839ae03ffff,,,
8981839a1a3ffff,-8.1118232,-34.9567737,barro
8981839a1c3ffff,-8.116025042693787,-34.94081552400086,ibura
8981839a227ffff,-8.0993094,-34.9153248,imbiribeira
8981838a573ffff,,,
89818398ed3ffff,-8.035708525961867,-34.92019163150403,casa forte
89818398447ffff,,,
8981839a207ffff,-8.108195321722162,-34.909844238036506,imbiribeira
89818399d93ffff,-8.02601920037773,-34.90802697367713,casa amarela
8981838100bffff,,,
89818399987ffff,,,
8981839800bffff,-8.059694555053357,-34.90236819230459,madalena
8981839acd3ffff,-8.1068522371303,-34.962411824805365,barro
89818381397ffff,,,
8981839a96bffff,,,
89818381213ffff,,,
89818398537ffff,,,
8981839a233ffff,-8.105917998215133,-34.91179005083994,imbiribeira
89818399d23ffff,-8.006855177733359,-34.91187426069304,brejo de beberibe
8981839883bffff,,,
89818399ca7ffff,-8.02556940483959,-34.896877649304415,arruda
8981839ac6fffff,-8.0853811,-34.966067550000005,sancho
89818398693ffff,-8.085566170928171,-34.88826470384035,pina
898183813abffff,,,
8981839a00bffff,,,
8981838a6b7ffff,,,
8981838130bffff,,,
89818399893ffff,-8.013245719588333,-34.88899467139173,fundão
89818398843ffff,-8.0118088,-34.937636,apipucos
8981839a9cfffff,-8.0637235,-34.984159,várzea
89818399927ffff,,,
89818398287ffff,-8.056977320136093,-34.890593549000684,boa vista
8981838a5d3ffff,,,
8981838a1b7ffff,,,
89818399d3bffff,-8.0070523,-34.9087462,dois unidos
89818398a67ffff,,,
89818398b63ffff,,,
8981839a50bffff,,,
8981839a93bffff,,,
89818398187ffff,-8.056939390961178,-34.9320339762464,cordeiro
89818398bb7ffff,,,
89818398a47ffff,-7.999677809631899,-34.92059302381417,dois unidos
8981839aa13ffff,,,
89818381243ffff,,,
8981839ab3bffff,,,
8981838a38bffff,,,
8981838a53bffff,,,
8981839b103ffff,-8.097518980189527,-34.88496966541605,boa viagem
8981839ae8fffff,-8.09010519966703,-34.95101215467285,tejipió
89818398c53ffff,-8.040001100419039,-34.93740818237449,iputinga
8981838131bffff,,,
89818398b73ffff,,,
8981839aec7ffff,-8.091204873885157,-34.94425274262887,barro
8981839a947ffff,,,
89818398213ffff,-8.052895574824607,-34.885212203999686,santo amaro
8981838361bffff,-8.037679,-34.9848177,várzea
8981839a557ffff,,,
8981839a3b7ffff,-8.099841325436934,-34.938638200678525,areias
89818398c0bffff,-8.036813231807034,-34.943851740769475,iputinga
8981839aeb7ffff,-8.089344921922653,-34.95865689256881,tejipió
89818381283ffff,,,
898183813d7ffff,,,
8981838a5c3ffff,,,
898183991b3ffff,-8.043175033333332,-34.87290633333333,santo amaro
8981838a1a7ffff,,,
8981839844bffff,,,
8981838a137ffff,,,
8981839ae07ffff,-8.083904166666668,-34.94973448333333,jardim são paulo
8981839a143ffff,,,
8981838a083ffff,,,
8981838a6a7ffff,,,
8981839a11bffff,-8.112484383640702,-34.94448412090297,ibura
89818398493ffff,-8.096401251761693,-34.909940065816976,imbiribeira
89818381263ffff,,,
8981839834bffff,-8.034489757430574,-34.89243663734861,encruzilhada
89818381063ffff,,,
89818398a3bffff,-7.996162150044911,-34.92870826207353,brejo de beberibe
89818398d73ffff,,,
898183984a7ffff,-8.0839472,-34.9174917,afogados
8981839858fffff,,,
8981838a1a3ffff,,,
8981839a52fffff,,,
8981839a60fffff,-8.129222177761132,-34.905778485613354,boa viagem
8981839a88fffff,-8.07934618171701,-34.970214677333054,curado
8981839aa47ffff,-8.057862685714285,-34.941766585714284,engenho do meio
89818398103ffff,-8.049070070748064,-34.925712263486695,cordeiro
8981839b117ffff,-8.09899874,-34.88782866,pina
8981839a123ffff,,,
898183812c7ffff,,,
8981839ab9bffff,,,
89818398837ffff,,,
8981839a2c3ffff,-8.115908093620384,-34.900231247172734,boa viagem
89818398b33ffff,,,
8981839856fffff,-8.06142736658867,-34.92224115885183,prado
8981839a84bffff,,,
89818398807ffff,,,
89818398c5bffff,-8.038126283333334,-34.93507421666666,iputinga
8981838a177ffff,,,
89818381043ffff,,,
8981838106bffff,,,
8981839ab43ffff,-8.048656945094576,-34.95976606167471,várzea
898183981a7ffff,-8.05074335887414,-34.93891044512198,engenho do meio
8981839ae83ffff,-8.094707027901034,-34.94945402983495,barro
89818399c73ffff,-8.020683547313634,-34.882160084562784,campina do barreto
89818398e67ffff,-8.015197858770373,-34.926628452547284,macaxeira
8981839aacbffff,-8.066402916722627,-34.938971938926336,torrões
898183983abffff,-8.037311486064292,-34.910101057566514,parnamirim
8981839aad3ffff,,,
89818398aabffff,-8.000629437976723,-34.93184203691902,nova descoberta
8981838a1cfffff,,,
89818381313ffff,,,
89818381257ffff,,,
8981839a083ffff,,,
8981839ac4bffff,,,
898183981cbffff,-8.054406642857144,-34.9172827,zumbi
898183998b3ffff,-8.005584390983177,-34.89265224958503,beberibe
8981838a2a3ffff,,,
89818398b47ffff,,,
8981838a00fffff,,,
8981838a007ffff,,,
8981838a58bffff,,,
8981839a14bffff,,,
89818398c3bffff,-8.031055253304519,-34.94913444149541,caxangá
89818398003ffff,-8.061584704333034,-34.90634545549452,ilha do retiro
89818398383ffff,-8.046105164237103,-34.90819839897093,torre
8981839816bffff,-8.038779411433184,-34.921056305395176,poço da panela
8981838a51bffff,,,
8981839861bffff,,,
89818383683ffff,,,
8981839aea7ffff,-8.084093900267213,-34.959012464247195,curado
89818399c6fffff,-8.013682306661705,-34.88246548554631,campina do barreto
8981839a5cfffff,-8.13647165,-34.94265265,jordão
8981839ae93ffff,,,
8981838a5a7ffff,,,
8981839818fffff,-8.053905259999999,-34.92861724,cordeiro
8981839a027ffff,-8.110832794016034,-34.93603395605659,ibura
8981838a0b3ffff,,,
898183836cfffff,,,
8981838a46bffff,,,
8981839842fffff,-8.075999091666667,-34.91120896666667,afogados
8981839a83bffff,,,
8981839a04fffff,-8.116513215237928,-34.91788832093407,ipsep
8981839a303ffff,,,
8981839aecbffff,-8.089854713247421,-34.93907539588042,barro
8981838a2b3ffff,,,
8981838a5afffff,,,
89818398113ffff,-8.054206666708394,-34.92622423731246,cordeiro
8981838a5b3ffff,,,
8981839a3dbffff,-8.106372158130632,-34.918058818590495,ipsep
89818398617ffff,-8.075923304151898,-34.88728306942652,cabanga
8981838349bffff,,,
8981839a2a7ffff,-8.110301112501714,-34.91845297050514,ipsep
8981839ab4bffff,-8.047507327137165,-34.9563848121115,várzea
8981838114bffff,,,
8981838135bffff,,,
89818398667ffff,-8.063580726521264,-34.885166187698744,boa vista
8981838a41bffff,-7.978672641252506,-34.92333297656632,passarinho
8981839a64fffff,-8.127210946153847,-34.89806044615385,boa viagem
898183986d3ffff,-8.083455977976218,-34.87991963092011,brasília teimosa
898183999b3ffff,,,
8981839801bffff,-8.063056035151856,-34.90176015258586,ilha do retiro
8981839a237ffff,-8.1048683,-34.9137061,imbiribeira
89818399d77ffff,,,
89818398d53ffff,-8.027682118626196,-34.95814464736957,caxangá
89818398c6fffff,,,
898183991bbffff,-8.04070269326014,-34.87055598531916,santo amaro
89818398347ffff,-8.034780793818198,-34.899098891955425,rosarinho
8981838a4cbffff,,,
89818398b2bffff,,,
89818065967ffff,-8.146564896875,-34.906410034375,boa viagem
898183988a3ffff,-8.014325448660744,-34.95541366880773,sítio dos pintos
89818398d4bffff,-8.0207482,-34.955883,sítio dos pintos
8981839806bffff,-8.051648172723251,-34.89996365127457,graças
89818398cc3ffff,-8.044095895207777,-34.941132827645696,iputinga
8981839ab33ffff,,,
8981839852bffff,-8.065418356016515,-34.9288446533515,san martin
8981838a497ffff,-7.989149333938733,-34.93127522483569,brejo da guabiraba
89818398cb7ffff,-8.04054614,-34.9580507,várzea
8981838368bffff,,,
89818398a23ffff,-7.994940900300333,-34.932729462228764,guabiraba
8981838a473ffff,,,
8981839a81bffff,,,
898183981d3ffff,-8.060515539406401,-34.92132976856975,curado
8981839aa6bffff,-8.051784397709863,-34.940883976235284,engenho do meio
8981838a19bffff,,,
8981839807bffff,-8.055197395117268,-34.89978950265366,derby
8981839aa0bffff,-8.059550580601892,-34.94462386451503,engenho do meio
89818381edbffff,,,
89818398873ffff,,,
89818398583ffff,-8.0830289,-34.9290062,estância
898183988b7ffff,,,
89818398577ffff,-8.066621588049395,-34.92714535606446,san martin
89818398ca3ffff,-8.039557181927142,-34.95617897872924,várzea
8981839a0cfffff,,,
89818399cafffff,-8.025212864640546,-34.89344999000106,arruda
89818398a2bffff,,,
89818398407ffff,-8.083389638561785,-34.90831113408597,afogados
89818381387ffff,,,
898183999a3ffff,-7.991764443717815,-34.914798644147965,dois unidos
89818398a07ffff,-7.999441831027602,-34.92756127128701,nova descoberta
8981839a813ffff,,,
89818398c9bffff,-8.046546275,-34.9469871,cidade universitária
898183983afffff,-8.036740435362898,-34.914188976266765,casa forte
8981839855bffff,-8.073528271428572,-34.91512574285714,mustardinha
89818398943ffff,,,
8981839b177ffff,-8.089913023198323,-34.88521403263992,pina
89818398d7bffff,,,
8981838a393ffff,,,
89818398247ffff,-8.047196895503484,-34.87962643749787,santo amaro
89818381053ffff,,,
8981839854fffff,-8.069156466297907,-34.91762712672695,mustardinha
89818399c87ffff,-8.032826062469672,-34.89120901585003,encruzilhada
8981838a57bffff,,,
89818398a43ffff,-8.0002049,-34.9179228,dois unidos
8981839a46bffff,,,
8981838ac93ffff,,,
8981839a9d7ffff,,,
8981839859bffff,-8.08413317222138,-34.92627460234505,jiquiá
89818399ccbffff,-8.031475028571428,-34.87640964285715,campo grande
89818398673ffff,-8.06898068115627,-34.88228967863643,são josé
89818398dc7ffff,,,
89818398353ffff,-8.038711286829015,-34.8965552098948,aflitos
8981838a4d3ffff,,,
